refcode,cif_path,NH3_uptake_298K_1bar [mmol/g]
MIZJUB,cifs/MIZJUB.cif,4.042124
MOCKAR,cifs/MOCKAR.cif,0.045167
MOCKEV,cifs/MOCKEV.cif,0.821784
MODNIC,cifs/MODNIC.cif,0.132604
MODNOI,cifs/MODNOI.cif,0.329777
MODNUO,cifs/MODNUO.cif,0.363363
MOSDUT,cifs/MOSDUT.cif,2.556705
MOXNUJ,cifs/MOXNUJ.cif,0.014003
MOYMET,cifs/MOYMET.cif,6.719472
MOYYEF,cifs/MOYYEF.cif,0.072505
MOYYIJ,cifs/MOYYIJ.cif,0.03345
MUJRIT,cifs/MUJRIT.cif,3.049471
MULQOA,cifs/MULQOA.cif,7.292357
MURCAD,cifs/MURCAD.cif,5.218467
MURCIL,cifs/MURCIL.cif,0.165816
MURCOR,cifs/MURCOR.cif,0.068105
MURTUO,cifs/MURTUO.cif,4.882116
MUTVUT,cifs/MUTVUT.cif,1.64499
MUVGUG,cifs/MUVGUG.cif,0.109579
MUVHAN,cifs/MUVHAN.cif,0.096501
MUVHER,cifs/MUVHER.cif,0.104081
MUWQEB,cifs/MUWQEB.cif,3.198789
MUZHUL,cifs/MUZHUL.cif,3.717182
NABMUA01,cifs/NABMUA01.cif,8.494855
NABMUA,cifs/NABMUA.cif,8.458196
NACVUI,cifs/NACVUI.cif,1.995019
NADZID,cifs/NADZID.cif,1.873629
NAGBUU,cifs/NAGBUU.cif,3.475313
NAGQET,cifs/NAGQET.cif,0.377249
NALWOO,cifs/NALWOO.cif,2.425771
NALYEG,cifs/NALYEG.cif,4.258432
NAYGUR,cifs/NAYGUR.cif,0.014202
NAYZUK,cifs/NAYZUK.cif,0.238138
NAZZEV,cifs/NAZZEV.cif,2.878937
NEDWAW,cifs/NEDWAW.cif,0.053221
NEDWEA,cifs/NEDWEA.cif,1.301029
NEDWIE,cifs/NEDWIE.cif,1.808158
NEHZIK,cifs/NEHZIK.cif,0.13695
NEKBEL,cifs/NEKBEL.cif,3.637767
NERMON,cifs/NERMON.cif,5.591212
NEVQAH,cifs/NEVQAH.cif,1.718152
NEVVAM,cifs/NEVVAM.cif,0.071257
NEVVEQ,cifs/NEVVEQ.cif,0.386752
NIBXUT,cifs/NIBXUT.cif,9.654759
NIHBEM01,cifs/NIHBEM01.cif,0.04928
NIHBEM02,cifs/NIHBEM02.cif,0.042602
NIHBEM,cifs/NIHBEM.cif,0.052689
NIHBIQ01,cifs/NIHBIQ01.cif,0.047985
NIHBIQ02,cifs/NIHBIQ02.cif,0.042405
NIHBIQ,cifs/NIHBIQ.cif,0.056746
NIJZIP01,cifs/NIJZIP01.cif,0.28689
NIJZOV,cifs/NIJZOV.cif,0.004485
NIKDAM,cifs/NIKDAM.cif,6.49872
NIKYOW02,cifs/NIKYOW02.cif,0.049947
NIKYUC01,cifs/NIKYUC01.cif,0.051515
NIKYUC02,cifs/NIKYUC02.cif,0.039212
NIKYUC,cifs/NIKYUC.cif,0.059913
NIKZAJ02,cifs/NIKZAJ02.cif,0.057184
NIKZEN01,cifs/NIKZEN01.cif,0.055248
NIKZEN02,cifs/NIKZEN02.cif,0.04756
NIKZEN,cifs/NIKZEN.cif,0.058872
NINHOH,cifs/NINHOH.cif,3.561772
NOHFOG,cifs/NOHFOG.cif,3.583991
NUTQAV,cifs/NUTQAV.cif,0.02887
NUTQEZ,cifs/NUTQEZ.cif,0.033638
NUVWEH,cifs/NUVWEH.cif,3.231291
NUVWIL,cifs/NUVWIL.cif,1.990227
OBEDEE,cifs/OBEDEE.cif,0.034701
OBUBOC,cifs/OBUBOC.cif,1.221184
OBUFEX,cifs/OBUFEX.cif,1.625411
OBUFIB,cifs/OBUFIB.cif,1.858092
OCAQOY,cifs/OCAQOY.cif,2.342168
OCUGEZ01,cifs/OCUGEZ01.cif,7.055667
OCUGEZ,cifs/OCUGEZ.cif,7.136641
OCUPOS,cifs/OCUPOS.cif,5.521445
ODIMAQ,cifs/ODIMAQ.cif,2.436305
ODIXEG,cifs/ODIXEG.cif,2.070349
ODODIW,cifs/ODODIW.cif,1.656586
ODOXEK,cifs/ODOXEK.cif,0.31388
ODUNEH,cifs/ODUNEH.cif,2.273732
OFAWAV,cifs/OFAWAV.cif,4.133651
OFAWEZ,cifs/OFAWEZ.cif,4.05411
OFEHAK,cifs/OFEHAK.cif,4.250149
OFESAU,cifs/OFESAU.cif,3.505527
OFESIC,cifs/OFESIC.cif,3.506323
OFODAP,cifs/OFODAP.cif,3.958828
OFORUX,cifs/OFORUX.cif,0.019621
OFUYUL,cifs/OFUYUL.cif,0.167495
OGAGAF,cifs/OGAGAF.cif,1.503678
OGAGEJ,cifs/OGAGEJ.cif,4.515181
OGAGIN,cifs/OGAGIN.cif,2.732705
OHAKEO,cifs/OHAKEO.cif,0.772254
OHAKIS,cifs/OHAKIS.cif,1.355735
OHOMIH,cifs/OHOMIH.cif,2.84761
OJICUG,cifs/OJICUG.cif,5.666111
OJIWIO,cifs/OJIWIO.cif,0.508942
OKILEA,cifs/OKILEA.cif,7.394978
OKITAE,cifs/OKITAE.cif,2.390404
OKITIM01,cifs/OKITIM01.cif,0.589751
OKITIM02,cifs/OKITIM02.cif,0.498773
OKITIM,cifs/OKITIM.cif,0.543493
OKIVAG01,cifs/OKIVAG01.cif,1.323804
OKIVAG,cifs/OKIVAG.cif,0.888849
OKIVIO01,cifs/OKIVIO01.cif,1.31568
OKIVIO02,cifs/OKIVIO02.cif,1.108511
OKIVIO,cifs/OKIVIO.cif,0.79277
OKIWEL01,cifs/OKIWEL01.cif,0.623209
OKIWEL02,cifs/OKIWEL02.cif,0.993172
OKIWEL,cifs/OKIWEL.cif,0.566868
OKIWUB01,cifs/OKIWUB01.cif,1.832392
OKIWUB,cifs/OKIWUB.cif,1.511945
OKIXIQ01,cifs/OKIXIQ01.cif,1.030887
OKIXIQ02,cifs/OKIXIQ02.cif,1.088762
OKIXIQ,cifs/OKIXIQ.cif,1.042565
OKIYAJ,cifs/OKIYAJ.cif,2.879917
OKIYIR03,cifs/OKIYIR03.cif,0.638289
OKIYIR,cifs/OKIYIR.cif,0.716511
OLUCAZ,cifs/OLUCAZ.cif,6.530294
OPIWEQ,cifs/OPIWEQ.cif,0.17838
OQANIE,cifs/OQANIE.cif,0.144592
OQETEK,cifs/OQETEK.cif,0.040658
OSIWUJ,cifs/OSIWUJ.cif,0.031891
OSIXEU,cifs/OSIXEU.cif,0.040154
OSIXIY,cifs/OSIXIY.cif,0.043522
OTAVOV,cifs/OTAVOV.cif,0.489691
OVICUS,cifs/OVICUS.cif,0.105416
OVIZID,cifs/OVIZID.cif,5.674274
OWAVOY,cifs/OWAVOY.cif,0.221336
OXITOF,cifs/OXITOF.cif,5.004457
OXUPUT,cifs/OXUPUT.cif,7.645622
PACZUQ,cifs/PACZUQ.cif,2.157233
PAKXIK,cifs/PAKXIK.cif,2.661242
PAMTII,cifs/PAMTII.cif,2.592413
PAMVEG,cifs/PAMVEG.cif,0.822989
PAPRUU,cifs/PAPRUU.cif,0.147661
PAPXUB,cifs/PAPXUB.cif,0.053175
PARHAS,cifs/PARHAS.cif,11.24607
PARHEW,cifs/PARHEW.cif,11.17879
PARMIG,cifs/PARMIG.cif,1.033654
PARNIH,cifs/PARNIH.cif,0.061992
PARNON,cifs/PARNON.cif,0.06561
PEDMOB,cifs/PEDMOB.cif,5.670234
PEFRID01,cifs/PEFRID01.cif,5.042961
PEFRID,cifs/PEFRID.cif,2.926082
PEFRUP01,cifs/PEFRUP01.cif,4.229687
PEFRUP,cifs/PEFRUP.cif,2.3483
PEGCEL,cifs/PEGCEL.cif,0.906988
PEJFOA,cifs/PEJFOA.cif,3.567313
PEJMOI,cifs/PEJMOI.cif,1.161018
PELGOE,cifs/PELGOE.cif,2.37572
PELXIP,cifs/PELXIP.cif,3.186595
PENNUT,cifs/PENNUT.cif,1.914967
PEPBAO,cifs/PEPBAO.cif,1.306202
PEPKUR,cifs/PEPKUR.cif,0.306026
PEPLEC,cifs/PEPLEC.cif,0.044999
PEPLIG,cifs/PEPLIG.cif,0.04751
PEPLOM,cifs/PEPLOM.cif,0.115556
PETWOC,cifs/PETWOC.cif,0.019449
PEVQIS,cifs/PEVQIS.cif,0.018036
PEVQOY,cifs/PEVQOY.cif,0.010091
PEWGEF,cifs/PEWGEF.cif,0.569294
PEWXUL01,cifs/PEWXUL01.cif,0.067296
PEWXUL,cifs/PEWXUL.cif,0.076819
PEYSIW,cifs/PEYSIW.cif,0.055372
PIDMEV01,cifs/PIDMEV01.cif,1.541844
PIHWAG,cifs/PIHWAG.cif,4.503543
PIJJOI,cifs/PIJJOI.cif,2.067186
PIJROR,cifs/PIJROR.cif,4.470345
PIZPET,cifs/PIZPET.cif,7.525139
PIZPOD,cifs/PIZPOD.cif,4.704965
PORVUO,cifs/PORVUO.cif,2.351624
PUQXUV,cifs/PUQXUV.cif,0.04347
PUQYAC,cifs/PUQYAC.cif,0.042742
PURJES,cifs/PURJES.cif,3.315036
PURJIW,cifs/PURJIW.cif,1.822555
PUWCUF,cifs/PUWCUF.cif,4.70331
QADBII,cifs/QADBII.cif,0.049913
QALGUH,cifs/QALGUH.cif,0.081677
QAQSAD,cifs/QAQSAD.cif,3.143934
QATHOK,cifs/QATHOK.cif,1.747616
QAVWAN,cifs/QAVWAN.cif,0.24151
QEBGAH,cifs/QEBGAH.cif,1.761374
QEFNAQ,cifs/QEFNAQ.cif,1.439001
QESYOD,cifs/QESYOD.cif,0.188245
QEVKOS,cifs/QEVKOS.cif,0.695164
QIRYAS,cifs/QIRYAS.cif,1.590604
QITYOI,cifs/QITYOI.cif,4.312621
QOJVAM,cifs/QOJVAM.cif,0.126806
QOKCID,cifs/QOKCID.cif,0.397004
QONQEQ,cifs/QONQEQ.cif,0.061586
QUFTAM,cifs/QUFTAM.cif,4.26023
QUNMUI,cifs/QUNMUI.cif,0.005535
QUPHUF,cifs/QUPHUF.cif,0.078664
QUQFIS,cifs/QUQFIS.cif,6.375754
QURSEC,cifs/QURSEC.cif,6.100501
QUTTII,cifs/QUTTII.cif,6.994501
RABHAZ,cifs/RABHAZ.cif,0.335775
RABHIH,cifs/RABHIH.cif,0.523692
RACZEC,cifs/RACZEC.cif,0.126397
RACZIG,cifs/RACZIG.cif,0.203983
RAVWAO,cifs/RAVWAO.cif,5.230782
RAYMAG,cifs/RAYMAG.cif,2.744512
RAZXIA,cifs/RAZXIA.cif,5.90625
RAZYIC,cifs/RAZYIC.cif,0.053352
RAZYOI,cifs/RAZYOI.cif,0.044932
REDYEG,cifs/REDYEG.cif,0.298974
REFTON,cifs/REFTON.cif,3.304353
REFTUT,cifs/REFTUT.cif,3.792997
REGJIW01,cifs/REGJIW01.cif,2.389734
REGJIW02,cifs/REGJIW02.cif,2.288339
REGJIW,cifs/REGJIW.cif,2.519432
REGQUR,cifs/REGQUR.cif,4.066156
REGREC,cifs/REGREC.cif,6.745751
REJLEY,cifs/REJLEY.cif,4.153396
REJLIC,cifs/REJLIC.cif,1.624743
REJVOS,cifs/REJVOS.cif,0.135643
RELLAW,cifs/RELLAW.cif,0.136073
RESQAJ,cifs/RESQAJ.cif,1.18502
RESSAK,cifs/RESSAK.cif,5.75349
RETBEZ,cifs/RETBEZ.cif,2.094775
REYPIW,cifs/REYPIW.cif,5.356307
REZVAU,cifs/REZVAU.cif,9.969673
RIBTAZ,cifs/RIBTAZ.cif,1.130556
RIFDUG01,cifs/RIFDUG01.cif,8.074694
RIFQUT,cifs/RIFQUT.cif,2.613712
RIPNIP,cifs/RIPNIP.cif,3.374155
RIVDEF,cifs/RIVDEF.cif,0.008427
RIXBIK,cifs/RIXBIK.cif,0.447775
ROGLOP,cifs/ROGLOP.cif,0.912834
ROGSAI,cifs/ROGSAI.cif,2.793709
RONCIG,cifs/RONCIG.cif,0.056663
RONZID,cifs/RONZID.cif,0.004846
RUCGOM,cifs/RUCGOM.cif,2.744329
RUMWUS,cifs/RUMWUS.cif,2.108463
RURPEA,cifs/RURPEA.cif,0.212765
RUVKAV,cifs/RUVKAV.cif,0.029084
RUVMAX,cifs/RUVMAX.cif,4.707724
RUWWOW01,cifs/RUWWOW01.cif,5.397121
RUWWOW,cifs/RUWWOW.cif,5.677438
RUWWUC,cifs/RUWWUC.cif,4.983656
RUWXAJ,cifs/RUWXAJ.cif,4.947662
RUWXEN,cifs/RUWXEN.cif,5.427123
SABVOH01,cifs/SABVOH01.cif,0.078118
SABVOH,cifs/SABVOH.cif,0.081019
SABVUN,cifs/SABVUN.cif,0.071724
SADLEQ,cifs/SADLEQ.cif,5.930288
SADLIU,cifs/SADLIU.cif,0.069346
SADMUH,cifs/SADMUH.cif,0.088286
SAHYAD01,cifs/SAHYAD01.cif,3.153985
SAHYAD,cifs/SAHYAD.cif,2.239374
SAHYIL,cifs/SAHYIL.cif,1.715993
SAKRAZ,cifs/SAKRAZ.cif,0.662049
SAKRED,cifs/SAKRED.cif,0.494064
SAQQEH,cifs/SAQQEH.cif,2.126567
SAQQIL,cifs/SAQQIL.cif,1.265097
SAQQOR,cifs/SAQQOR.cif,2.401015
SARNOQ,cifs/SARNOQ.cif,0.787066
SEFBOV,cifs/SEFBOV.cif,0.429728
SEFSOM,cifs/SEFSOM.cif,0.198992
SEHZUB,cifs/SEHZUB.cif,5.020154
SENWAL,cifs/SENWAL.cif,2.979387
SEQSOY,cifs/SEQSOY.cif,2.290337
SEQTEP,cifs/SEQTEP.cif,4.969424
SERJOP,cifs/SERJOP.cif,0.089418
SERJUV,cifs/SERJUV.cif,2.992949
SETQOZ,cifs/SETQOZ.cif,0.082781
SETQUF,cifs/SETQUF.cif,0.082169
SETSIV,cifs/SETSIV.cif,2.731538
SISFEH,cifs/SISFEH.cif,3.737427
SIVKAK,cifs/SIVKAK.cif,2.980801
SOBZOY,cifs/SOBZOY.cif,0.024444
SODZIV,cifs/SODZIV.cif,3.844609
SOHGUS,cifs/SOHGUS.cif,0.024576
SONTAR,cifs/SONTAR.cif,1.631272
SONVAT,cifs/SONVAT.cif,0.054942
SONVEX,cifs/SONVEX.cif,0.053549
SONVIB,cifs/SONVIB.cif,0.055882
SOVHAM,cifs/SOVHAM.cif,0.07994
SOYWOT,cifs/SOYWOT.cif,0.047629
SUJNUH,cifs/SUJNUH.cif,0.035781
SUKYIH,cifs/SUKYIH.cif,0.019182
TACPAP,cifs/TACPAP.cif,0.161794
TADYEE,cifs/TADYEE.cif,1.182762
TAMJEY,cifs/TAMJEY.cif,1.584357
TAPXIT01,cifs/TAPXIT01.cif,2.55558
TASXIW,cifs/TASXIW.cif,3.32387
TATPOV,cifs/TATPOV.cif,4.802699
TEBSAW,cifs/TEBSAW.cif,3.425154
TECVEE,cifs/TECVEE.cif,8.858809
TEJGEW,cifs/TEJGEW.cif,6.67961
TEJGIA01,cifs/TEJGIA01.cif,7.053126
TEJGIA,cifs/TEJGIA.cif,7.02462
TENLIJ,cifs/TENLIJ.cif,1.961387
TEQPAI,cifs/TEQPAI.cif,4.8238
TESHAB,cifs/TESHAB.cif,0.085167
TETZID,cifs/TETZID.cif,0.82157
TEVZIE,cifs/TEVZIE.cif,0.08752
TEVZUQ,cifs/TEVZUQ.cif,0.077856
TEWFUY,cifs/TEWFUY.cif,0.440765
TIRLIQ,cifs/TIRLIQ.cif,0.9865
TIRRIW,cifs/TIRRIW.cif,0.228326
TOHZAS,cifs/TOHZAS.cif,3.140178
TOKDON,cifs/TOKDON.cif,3.597918
TOLGOR,cifs/TOLGOR.cif,2.869013
TONQOD,cifs/TONQOD.cif,3.03049
TUTJAU,cifs/TUTJAU.cif,4.767493
UBIPAY,cifs/UBIPAY.cif,8.463955
UBUMAH,cifs/UBUMAH.cif,2.278008
UGAQEY,cifs/UGAQEY.cif,0.061995
UGUQOC,cifs/UGUQOC.cif,6.32395
UJIZET,cifs/UJIZET.cif,6.054083
UKAPUS,cifs/UKAPUS.cif,2.693837
UKAQIH,cifs/UKAQIH.cif,2.470876
UKIQIP,cifs/UKIQIP.cif,3.619603
UKUBIM,cifs/UKUBIM.cif,0.170042
UKUBOS,cifs/UKUBOS.cif,0.295964
UKUBUY,cifs/UKUBUY.cif,0.230688
UKUCAF,cifs/UKUCAF.cif,0.387483
UKUPUL,cifs/UKUPUL.cif,10.26717
ULUVUT,cifs/ULUVUT.cif,1.170118
UMEXUF,cifs/UMEXUF.cif,4.881107
UTEWOG,cifs/UTEWOG.cif,0.052384
UTEWUM,cifs/UTEWUM.cif,0.059178
UVEVAT,cifs/UVEVAT.cif,1.698468
UVEXAV,cifs/UVEXAV.cif,5.343184
UVINAP,cifs/UVINAP.cif,0.024231
UVUQAE,cifs/UVUQAE.cif,2.09671
UWELIS,cifs/UWELIS.cif,1.409074
UWUTIQ,cifs/UWUTIQ.cif,0.173078
UXABOL,cifs/UXABOL.cif,5.345584
UXABUR,cifs/UXABUR.cif,2.045635
UZIJUJ,cifs/UZIJUJ.cif,4.995707
UZUNAF01,cifs/UZUNAF01.cif,0.023793
UZUNAF,cifs/UZUNAF.cif,0.022332
VACFOV,cifs/VACFOV.cif,0.199688
VACFUB01,cifs/VACFUB01.cif,0.021547
VACFUB,cifs/VACFUB.cif,0.016731
VAGTUU,cifs/VAGTUU.cif,2.402508
VAHVOR,cifs/VAHVOR.cif,6.362045
VAKBIU,cifs/VAKBIU.cif,1.375157
VASKOR,cifs/VASKOR.cif,0.214291
VATXEU,cifs/VATXEU.cif,0.070839
VATYAR,cifs/VATYAR.cif,7.759429
VATYEV,cifs/VATYEV.cif,6.939082
VAZTOG,cifs/VAZTOG.cif,0.006699
VEDFAN,cifs/VEDFAN.cif,0.243943
VEDFIV,cifs/VEDFIV.cif,0.275636
VEDFOB,cifs/VEDFOB.cif,0.207606
VEDGAO,cifs/VEDGAO.cif,0.351015
VEHPUU,cifs/VEHPUU.cif,0.591797
VEHRIL,cifs/VEHRIL.cif,8.687003
VEJYIT01,cifs/VEJYIT01.cif,0.03183
VEJYIT,cifs/VEJYIT.cif,0.038979
VEMMAC,cifs/VEMMAC.cif,4.721985
VEMMEG,cifs/VEMMEG.cif,5.932129
VEQBID,cifs/VEQBID.cif,6.881433
VETTOE,cifs/VETTOE.cif,5.245639
VICDOC,cifs/VICDOC.cif,0.115002
VICYUD,cifs/VICYUD.cif,4.99877
VIDXOX,cifs/VIDXOX.cif,7.65164
VIFBOD,cifs/VIFBOD.cif,9.732896
VIRPOC,cifs/VIRPOC.cif,0.199129
VIRVEY,cifs/VIRVEY.cif,2.651923
VODSEM,cifs/VODSEM.cif,12.87436
VUHJAK,cifs/VUHJAK.cif,1.006453
VUQJUN01,cifs/VUQJUN01.cif,2.960404
VUQJUN,cifs/VUQJUN.cif,3.026181
VUQKAU02,cifs/VUQKAU02.cif,5.468402
VUQKOI,cifs/VUQKOI.cif,0.766635
VUQKUO,cifs/VUQKUO.cif,0.81679
VURYOX,cifs/VURYOX.cif,0.249381
VUSKAW,cifs/VUSKAW.cif,0.008676
WAFKAQ,cifs/WAFKAQ.cif,0.090586
WAJHOG,cifs/WAJHOG.cif,0.05619
WAMRIN01,cifs/WAMRIN01.cif,3.737431
WAMRIN02,cifs/WAMRIN02.cif,2.971544
WASTUG,cifs/WASTUG.cif,10.41706
WASVES,cifs/WASVES.cif,10.37725
WAYMEQ,cifs/WAYMEQ.cif,5.858184
WAYMIU,cifs/WAYMIU.cif,0.079053
WAYMOA,cifs/WAYMOA.cif,0.066874
WEBKOD,cifs/WEBKOD.cif,0.339501
WEBREC,cifs/WEBREC.cif,1.131716
WECFAN01,cifs/WECFAN01.cif,3.365179
WECFAN,cifs/WECFAN.cif,3.132898
WEDQED,cifs/WEDQED.cif,2.19296
WEFXEM,cifs/WEFXEM.cif,3.228449
WEMBUN,cifs/WEMBUN.cif,3.821172
WEMCAU,cifs/WEMCAU.cif,2.714934
WEMDID,cifs/WEMDID.cif,6.788145
WEMDOJ,cifs/WEMDOJ.cif,6.753196
WEMFAX,cifs/WEMFAX.cif,6.410212
WEMFIF,cifs/WEMFIF.cif,6.535029
WEMFOL,cifs/WEMFOL.cif,6.463234
WEMNAF,cifs/WEMNAF.cif,4.839134
WENKEH,cifs/WENKEH.cif,1.518548
WENLAE,cifs/WENLAE.cif,2.46988
WEVQOD,cifs/WEVQOD.cif,0.134231
WEZCIO,cifs/WEZCIO.cif,2.852162
WICGEV,cifs/WICGEV.cif,0.046721
WIFBAQ,cifs/WIFBAQ.cif,2.289246
WIHVAL,cifs/WIHVAL.cif,0.042281
WIHVEP,cifs/WIHVEP.cif,0.032182
WIJDAV,cifs/WIJDAV.cif,1.847781
WIYFAM,cifs/WIYFAM.cif,0.068569
WIYZOU,cifs/WIYZOU.cif,12.43459
WOCWAN,cifs/WOCWAN.cif,0.124291
WOHDON,cifs/WOHDON.cif,0.311961
WOHSIV,cifs/WOHSIV.cif,0.032507
WOJJOV,cifs/WOJJOV.cif,0.403699
WOLRIZ,cifs/WOLRIZ.cif,0.036136
WONZOP,cifs/WONZOP.cif,0.098044
WOPDEL,cifs/WOPDEL.cif,0.168906
WUHJIT,cifs/WUHJIT.cif,10.86353
WUNSEE01,cifs/WUNSEE01.cif,1.258708
WUNSEE02,cifs/WUNSEE02.cif,0.970272
WUNSEE,cifs/WUNSEE.cif,1.602795
WUNSII01,cifs/WUNSII01.cif,0.705086
WUNSII02,cifs/WUNSII02.cif,1.283016
WUNSII,cifs/WUNSII.cif,0.495848
WUNTAB,cifs/WUNTAB.cif,1.488261
WUNVIL,cifs/WUNVIL.cif,1.547156
WUTBES,cifs/WUTBES.cif,3.508726
WUTBIW,cifs/WUTBIW.cif,3.654142
XACZEH,cifs/XACZEH.cif,2.064909
XADDEN,cifs/XADDEN.cif,0.056473
XADDIR,cifs/XADDIR.cif,0.054535
XADDUD,cifs/XADDUD.cif,3.226887
XADGAM,cifs/XADGAM.cif,0.451294
XAFXOT,cifs/XAFXOT.cif,4.166726
XAJQAC,cifs/XAJQAC.cif,0.245335
XAKQOR,cifs/XAKQOR.cif,0.52544
XAMDUM01,cifs/XAMDUM01.cif,0.051824
XAMDUM03,cifs/XAMDUM03.cif,0.061058
XAMDUM04,cifs/XAMDUM04.cif,0.052807
XAMDUM05,cifs/XAMDUM05.cif,0.046967
XAMDUM06,cifs/XAMDUM06.cif,0.041923
XAMDUM07,cifs/XAMDUM07.cif,0.037914
XAMDUM,cifs/XAMDUM.cif,0.057518
XASFAY,cifs/XASFAY.cif,0.057439
XAVDEF,cifs/XAVDEF.cif,0.280574
XAWVUN,cifs/XAWVUN.cif,0.013591
XEBHOC,cifs/XEBHOC.cif,0.01229
XECBUD,cifs/XECBUD.cif,2.410204
XEDPIH,cifs/XEDPIH.cif,0.413922
XEDPON,cifs/XEDPON.cif,0.043405
XEGJOK,cifs/XEGJOK.cif,5.436607
XEGKEB,cifs/XEGKEB.cif,4.990435
XEGKIF,cifs/XEGKIF.cif,3.118177
XEGKOL,cifs/XEGKOL.cif,2.398399
XEGKUR,cifs/XEGKUR.cif,5.015975
XEHSAF,cifs/XEHSAF.cif,0.136242
XEHSEJ,cifs/XEHSEJ.cif,0.117646
XEHSIN,cifs/XEHSIN.cif,0.135076
XEHSUZ,cifs/XEHSUZ.cif,0.153073
XEQRAO,cifs/XEQRAO.cif,4.547178
XEXLAP,cifs/XEXLAP.cif,0.091674
XEXLIX,cifs/XEXLIX.cif,0.076025
XEXLOD,cifs/XEXLOD.cif,0.043555
XEXLUJ,cifs/XEXLUJ.cif,0.049818
XEXMEU,cifs/XEXMEU.cif,0.039757
XIBZUF,cifs/XIBZUF.cif,7.38312
XIDBUJ,cifs/XIDBUJ.cif,3.48612
XIHRIQ,cifs/XIHRIQ.cif,0.378524
XILVIZ,cifs/XILVIZ.cif,0.728271
XINFUW,cifs/XINFUW.cif,5.602649
XINRAP,cifs/XINRAP.cif,0.606578
XINWUO,cifs/XINWUO.cif,0.006795
XOHLEM,cifs/XOHLEM.cif,6.411342
XOJWEZ,cifs/XOJWEZ.cif,0.586812
XOMJUE,cifs/XOMJUE.cif,0.905635
XOPLOE,cifs/XOPLOE.cif,0.082478
XOVPON,cifs/XOVPON.cif,7.149567
XUGSEY,cifs/XUGSEY.cif,0.129409
XUMFIV,cifs/XUMFIV.cif,0.430607
XUNGOD,cifs/XUNGOD.cif,0.138072
XUNGUJ,cifs/XUNGUJ.cif,0.130111
XUNHAQ,cifs/XUNHAQ.cif,0.113083
XUVHEB,cifs/XUVHEB.cif,0.086189
XUYXAR,cifs/XUYXAR.cif,1.330611
YANBAR01,cifs/YANBAR01.cif,0.074542
YANBAR02,cifs/YANBAR02.cif,0.061618
YARGAB,cifs/YARGAB.cif,0.237605
YARKEJ,cifs/YARKEJ.cif,4.753641
YARSAN,cifs/YARSAN.cif,1.284427
YARYEV,cifs/YARYEV.cif,0.959329
YAXBOP,cifs/YAXBOP.cif,0.133546
YAZWOM,cifs/YAZWOM.cif,1.174461
YEGCUJ,cifs/YEGCUJ.cif,1.881022
YEGKOM,cifs/YEGKOM.cif,0.050862
YEMJAC,cifs/YEMJAC.cif,5.16561
YEYFEP,cifs/YEYFEP.cif,3.563165
YEZFIU,cifs/YEZFIU.cif,0.468912
YICREI,cifs/YICREI.cif,4.582576
YIWMEW,cifs/YIWMEW.cif,0.029417
YIWMIA,cifs/YIWMIA.cif,0.00994
YIWPEZ,cifs/YIWPEZ.cif,0.012421
YUBFOR,cifs/YUBFOR.cif,0.013374
YUGLES,cifs/YUGLES.cif,0.024434
YUKKAR,cifs/YUKKAR.cif,1.012083
YURKAY,cifs/YURKAY.cif,4.560642
YUSGID,cifs/YUSGID.cif,2.250218
ZARZAV,cifs/ZARZAV.cif,0.641654
ZASJAG,cifs/ZASJAG.cif,0.036166
ZAZBUZ,cifs/ZAZBUZ.cif,0.138372
ZEBMAW,cifs/ZEBMAW.cif,5.022592
ZERQOE,cifs/ZERQOE.cif,0.777388
ZEXKUK,cifs/ZEXKUK.cif,0.12708
ZIKJIO,cifs/ZIKJIO.cif,0.08372
ZIKJOU,cifs/ZIKJOU.cif,0.327093
ZILBAZ,cifs/ZILBAZ.cif,3.181132
ZILBED,cifs/ZILBED.cif,3.763339
ZISYAD,cifs/ZISYAD.cif,0.180597
ZURQOS,cifs/ZURQOS.cif,0.278421
